,marital_status,application_mode,course,time_attendance,previous_qualification,mother_qualification,father_qualification,mother_occupation,father_occupation,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,GDP,graduate
2982,single,1st phase - general contingent,Social Service,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,yes,no,yes,female,yes,3.0,121.0,115.4,19.0,0.0,6.0,7.0,6.0,11.714285714285714,0.0,0.79,1
2983,single,2nd phase - general contingent,Social Service,daytime,Secondary education,Specialized higher studies course,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,yes,no,yes,female,no,3.0,133.1,117.0,21.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,2.02,1
2984,single,2nd phase - general contingent,Social Service,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Installation and Machine Operators and Assembly Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",no,no,yes,female,no,1.0,135.0,127.0,21.0,0.0,6.0,0.0,0.0,0.0,0.0,-0.92,0
2985,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,no,4.0,132.0,118.0,18.0,0.0,8.0,8.0,7.0,12.328571428571427,0.0,-1.7,1
2986,facto_union,Over 23 years old,Basic Education,daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,no,no,yes,female,no,1.0,133.1,118.0,27.0,0.0,7.0,14.0,6.0,11.666666666666666,0.0,1.79,0
2987,single,Change of course,Communication Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Intermediate Level Technicians and Professions,Unskilled Workers,yes,no,yes,female,yes,1.0,135.0,126.4,20.0,5.0,12.0,12.0,12.0,13.25,0.0,-4.06,1
2988,single,2nd phase - general contingent,Oral Hygiene ,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,yes,1.0,133.0,124.4,18.0,0.0,7.0,7.0,7.0,13.3,0.0,-4.06,1
2989,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Armed Forces Professions,yes,no,yes,female,no,1.0,135.0,129.4,18.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,2.02,1
2990,single,Technological specialization diploma holders,Social Service,daytime,Technological specialization course,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",no,no,yes,female,yes,1.0,140.0,141.7,20.0,3.0,6.0,6.0,6.0,12.833333333333334,0.0,0.79,1
2991,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Armed Forces Professions,yes,no,yes,female,yes,2.0,144.0,132.1,19.0,0.0,5.0,10.0,3.0,12.666666666666666,1.0,-1.7,1
2992,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,yes,no,yes,female,no,5.0,122.0,116.8,20.0,0.0,7.0,8.0,6.0,13.271428571428572,0.0,0.79,1
2993,single,1st phase - general contingent,Management (evening attendance),evening,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,no,no,yes,female,yes,1.0,143.0,135.0,20.0,0.0,5.0,5.0,5.0,12.4,0.0,1.74,1
2994,single,1st phase - general contingent,Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,yes,yes,yes,female,no,3.0,124.0,116.0,19.0,0.0,6.0,7.0,0.0,0.0,0.0,0.79,0
2995,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Higher Education - Degree,Higher Education - Degree,teachers,Health professionals,no,no,yes,female,no,1.0,156.0,155.0,18.0,0.0,6.0,7.0,6.0,14.285714285714286,0.0,3.51,1
2996,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Armed Forces Professions,yes,no,yes,female,no,1.0,142.0,127.0,18.0,0.0,5.0,7.0,3.0,12.333333333333334,0.0,1.74,1
2997,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,yes,no,yes,female,yes,1.0,142.0,130.8,19.0,0.0,7.0,10.0,6.0,12.583333333333334,0.0,0.79,1
2998,single,1st phase - general contingent,Nursing,daytime,Secondary education,Other - 11th Year of Schooling,Basic education 1st cycle (4th/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,yes,no,yes,female,no,6.0,126.0,121.8,19.0,0.0,7.0,8.0,6.0,13.731666666666667,0.0,1.79,0
2999,married,Transfer,Communication Design,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Complementary High School Course - not concluded,Student,Administrative staff,no,no,yes,male,no,1.0,170.0,148.5,47.0,8.0,10.0,14.0,8.0,14.625,0.0,-3.12,0
3000,single,Transfer,Management,daytime,Secondary education,Unknown,Unknown ,(blank),(blank),yes,no,no,male,no,1.0,130.0,109.8,23.0,0.0,3.0,3.0,0.0,0.0,0.0,0.32,0
3001,single,1st phase - general contingent,Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,yes,yes,female,yes,1.0,133.0,119.7,19.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,3.51,1
3002,single,Transfer,Nursing,daytime,Secondary education,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,yes,no,yes,female,no,1.0,122.0,122.0,20.0,0.0,8.0,11.0,6.0,12.491666666666667,0.0,-1.7,1
3003,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,Administrative staff,Administrative staff,yes,no,yes,female,yes,1.0,138.0,147.5,19.0,6.0,12.0,12.0,12.0,13.666666666666666,0.0,3.51,1
3004,single,2nd phase - general contingent,Veterinary Nursing,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,1.0,163.0,150.8,19.0,0.0,6.0,13.0,6.0,16.0,0.0,-4.06,1
3005,single,Technological specialization diploma holders,Veterinary Nursing,daytime,Technological specialization course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,1.0,150.0,150.0,19.0,2.0,6.0,8.0,6.0,14.142857142857142,0.0,0.79,1
3006,single,Over 23 years old,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Other administrative support staff,"Office workers, secretaries in general and data processing operators",no,yes,yes,female,yes,1.0,133.1,131.5,39.0,0.0,6.0,9.0,6.0,11.833333333333334,0.0,2.02,1
3007,single,1st phase - general contingent,Communication Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,yes,1.0,144.0,127.2,20.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,1.74,1
3008,single,2nd phase - general contingent,Communication Design,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Intermediate Level Technicians and Professions,yes,no,yes,female,no,1.0,118.0,111.0,21.0,0.0,6.0,6.0,6.0,12.5,0.0,0.32,1
3009,single,Change of course,Social Service,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,yes,no,female,no,5.0,101.0,119.9,22.0,5.0,11.0,16.0,9.0,10.88888888888889,0.0,-3.12,1
3010,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers",Student,yes,no,yes,female,no,2.0,133.0,133.7,19.0,0.0,6.0,11.0,1.0,13.0,0.0,0.32,0
3011,single,2nd phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Office workers, secretaries in general and data processing operators","Hotel, catering, trade and other services directors",yes,no,yes,female,no,1.0,133.1,140.0,22.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,0.79,1
3012,single,1st phase - special contingent (Azores Island),Basic Education,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,yes,female,yes,2.0,124.0,113.9,19.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,-1.7,1
3013,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Unskilled Workers,yes,yes,yes,male,no,1.0,127.0,120.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0
3014,single,Over 23 years old,Management (evening attendance),evening,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,no,male,no,1.0,110.0,121.8,36.0,0.0,5.0,5.0,0.0,0.0,0.0,-1.7,0
3015,single,3rd phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Higher Education - Bachelor,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",yes,yes,yes,male,yes,1.0,110.0,117.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1
3016,married,Over 23 years old,Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,male,no,1.0,160.0,110.0,30.0,0.0,5.0,8.0,2.0,11.0,0.0,-4.06,0
3017,single,Change of course,Agronomy,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Armed Forces Professions,no,no,yes,male,no,1.0,120.0,134.4,24.0,0.0,6.0,7.0,6.0,15.714285714285714,0.0,-4.06,0
3018,single,1st phase - general contingent,Management,daytime,Secondary education,Unknown,Unknown ,Student,Student,no,no,yes,male,no,1.0,133.1,125.3,26.0,11.0,15.0,15.0,11.0,10.818181818181818,0.0,0.32,0
3019,single,1st phase - general contingent,Management,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",no,no,no,male,no,1.0,132.0,119.1,19.0,0.0,5.0,16.0,1.0,12.0,0.0,0.79,0
3020,facto_union,Over 23 years old,Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Armed Forces Professions,no,no,yes,male,no,1.0,130.0,146.0,34.0,0.0,6.0,8.0,5.0,12.6,0.0,1.79,1
3021,single,2nd phase - general contingent,Management,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Administrative staff,yes,no,yes,male,no,6.0,129.0,122.0,19.0,0.0,5.0,8.0,5.0,11.6,1.0,-3.12,1
3022,single,2nd phase - general contingent,Informatics Engineering,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",yes,yes,no,male,no,5.0,130.0,118.1,26.0,0.0,5.0,11.0,1.0,10.0,0.0,3.51,0
3023,single,Over 23 years old,Advertising and Marketing Management,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,male,no,1.0,140.0,105.2,29.0,0.0,6.0,7.0,1.0,14.0,0.0,-0.92,0
3024,single,2nd phase - general contingent,Informatics Engineering,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,male,yes,5.0,131.0,123.3,19.0,0.0,5.0,9.0,5.0,12.6,0.0,3.51,0
3025,single,2nd phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,yes,male,no,1.0,129.0,124.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,0
3026,single,Over 23 years old,Management (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,no,male,no,1.0,133.1,149.4,29.0,0.0,5.0,11.0,2.0,11.333333333333334,0.0,2.02,0
3027,single,Change of course,Tourism,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,yes,male,no,1.0,112.0,108.5,21.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,-3.12,1
3028,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,no,no,yes,male,no,1.0,133.1,101.0,20.0,0.0,7.0,14.0,5.0,12.87857142857143,0.0,-4.06,1
3029,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",no,no,yes,male,no,1.0,123.0,112.9,18.0,0.0,5.0,5.0,0.0,0.0,0.0,0.32,0
3030,single,1st phase - general contingent,Management,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Specialists in Intellectual and Scientific Activities,yes,no,yes,male,no,1.0,125.0,134.1,20.0,0.0,5.0,0.0,0.0,0.0,0.0,3.51,0
